variavel,importancia
expectativa,0.9760830817312713
voto_total,0.006746064321361622
qtd_liderancas,0.004386904996837707
score_liderancas,0.003683815781590214
penetracao_real_pct,0.0032133688186946094
score_final_v3,0.002274602593379661
score_base_real,0.002221556632710027
soma_votos_liderancas,0.0013906051241548932
score_sentimento,0.0
score_risco_ajustado,0.0
