variavel,importancia
score_final_v5,0.3429747341479688
penetracao_real_pct,0.29609527274657793
score_base_real,0.1708011784087999
voto_total,0.07133359085578175
soma_votos_liderancas,0.040258278994216065
base_candidata,0.03836645031507073
score_liderancas,0.018246432844753885
fator_ancora,0.011510161636834614
qtd_liderancas,0.010413900049996245
score_sentimento,0.0
score_risco_ajustado,0.0
